-6.09563	1.30732	0.864153	-0.849656	-6.0291	1.2771	-5.9603	1.1697	0.4817	-0.8763
-5.69752	0.945126	0.70236	-0.8582	-5.52096	0.916438	-5.7435	0.8338	0.5878	-0.809
-5.2997	0.665402	1.03161	-0.700282	-5.2786	0.6696	-5.4863	0.5278	0.6845	-0.729
-4.80654	0.386986	0.974746	-0.674761	-4.63563	0.375342	-5.1927	0.2565	0.7705	-0.6374
-4.79236	0.279541	-0.0923297	-0.245888	-4.8644	0.2979	-4.8675	0.0241	0.8443	-0.5358
-4.67424	-0.0681418	0.705689	-0.926373	-4.80084	-0.0854285	-4.5157	-0.1657	0.9048	-0.4258
-3.96921	-0.432043	1.90616	-0.904903	-3.8889	-0.4323	-4.1429	-0.31	0.951	-0.309
-3.42176	-0.459912	0.784793	-0.150456	-3.16759	-0.389959	-3.7549	-0.4063	0.9823	-0.1874
-3.11289	-0.513496	0.770359	-0.130321	-3.1137	-0.5127	-3.358	-0.4533	0.998	-0.0628
-2.76325	-0.418614	1.11482	0.307006	-2.85429	-0.431362	-2.9582	-0.4502	0.998	0.0628
-2.54577	-0.382858	0.469116	0.0447764	-2.5896	-0.3975	-2.562	-0.397	0.9823	0.1874
-2.43235	-0.187181	0.645941	0.573488	-2.6381	-0.1937	-2.1757	-0.2945	0.9511	0.309
-1.72785	0.0328983	1.91756	0.515076	-1.6436	0.0346	-1.8052	-0.1445	0.9048	0.4258
-1.56625	0.228637	0.655405	0.392038	-1.98451	0.171475	-1.4564	0.0509	0.8443	0.5358
-1.21354	0.285311	0.90062	0.0559112	-1.1958	0.268	-1.1348	0.2884	0.7705	0.6374
-0.907049	0.568406	0.643397	0.784096	-0.860408	0.585097	-0.8456	0.5643	0.6846	0.7289
-0.69878	1.03778	0.53379	1.31068	-0.7093	1.0643	-0.5932	0.8743	0.5878	0.809
-0.473011	1.51278	0.50098	1.39943	-0.432798	1.38244	-0.3817	1.2135	0.4818	0.8763
-0.498524	1.37866	-0.388243	-0.658579	-0.5293	1.2493	-0.2143	1.5765	0.3682	0.9298
-0.465651	1.98667	-0.139201	2.07421	-0.117179	1.95379	-0.0938	1.9576	0.2487	0.9686
0.0244514	2.42227	1.56956	1.04546	0.1222	2.3435	-0.022	2.3509	0.1254	0.9921
-0.00905808	2.79074	-0.0294312	1.56302	-0.002069	2.2896	0	2.75	0	1
0.071561	3.15279	0.264257	0.814412	0.0804	3.1056	0.0157	3.1494	0.0941	0.9956
0.0529881	3.64041	-0.0817119	0.880856	0.0431371	3.88736	0.0813	3.5437	0.2182	0.9759
0.185873	4.09657	0.416325	1.17434	0.2072	4.1169	0.1959	3.9267	0.3388	0.9409
0.412987	4.58555	0.580019	1.26009	0.417588	4.57639	0.3575	4.2923	0.454	0.891
0.446231	4.95524	0.0275274	0.876295	0.4236	4.9283	0.5637	4.6348	0.5621	0.8271
0.553168	5.06399	0.332322	0.796552	0.518944	4.68163	0.8112	4.9487	0.6613	0.7501
0.832149	5.15254	0.709945	0.146359	0.8446	5.1101	1.096	5.2292	0.7501	0.6613
1.36265	5.58217	1.30352	0.837426	1.47422	5.88145	1.4138	5.4717	0.8271	0.5621
1.83947	5.87394	1.18278	0.712956	1.834	5.865	1.7595	5.6724	0.891	0.454
2.16943	5.86211	0.984844	0.405319	2.02441	5.49474	2.1276	5.8283	0.9409	0.3387
2.68116	5.96178	1.2653	0.251258	2.6902	5.9554	2.5123	5.9368	0.9759	0.2181
2.94062	5.89795	0.644684	-0.111397	2.85652	5.77573	2.9076	5.9962	0.9956	0.0941
3.31735	6.01518	0.978863	0.350251	3.3377	6.0472	3.3072	6.0057	0.9995	-0.0314
3.38084	6.20252	-0.001747	0.312606	3.35354	6.26615	3.7049	5.9649	0.9877	-0.1565
4.08494	6.10038	1.6851	-0.130554	4.149	6.1014	4.0943	5.8747	0.9603	-0.279
4.81488	5.97517	1.65588	-0.553495	4.92306	6.06683	4.4693	5.7363	0.9177	-0.3972
4.84961	5.50535	-0.00780505	-1.36434	4.7589	5.4336	4.8241	5.552	0.8607	-0.5091
4.9655	5.35693	0.201868	-0.407965	5.07891	5.54898	5.1529	5.3248	0.7901	-0.6129
5.61094	5.16084	1.674	-0.360618	5.6858	5.1884	5.4507	5.0581	0.7071	-0.7071
5.65736	4.85929	0.238613	-0.593234	5.33459	4.64399	5.7127	4.7561	0.6129	-0.7902
6.22181	4.37255	1.39951	-1.06514	6.2761	4.3725	5.9347	4.4238	0.509	-0.8608
6.43684	3.93169	0.638205	-1.00815	6.23416	3.84798	6.1134	4.0662	0.3971	-0.9178
6.34974	3.7127	-0.251318	-0.649848	6.3026	3.7131	6.2459	3.689	0.279	-0.9603
6.16526	3.45231	-0.499031	-0.663103	6.14838	3.45127	6.33	3.2982	0.1564	-0.9877
6.3081	2.79903	0.35132	-1.53407	6.3459	2.7764	6.3645	2.9	0.0314	-0.9995
6.39465	2.50912	-0.127515	-0.775421	6.55315	2.63186	6.3488	2.5005	-0.0941	-0.9956
6.29438	2.13606	-0.274072	-0.928677	6.2836	2.1292	6.2832	2.1062	-0.2182	-0.9759
6.00761	1.81052	-0.438503	-0.716665	5.78581	1.75938	6.1686	1.7232	-0.3388	-0.9409
5.83933	1.24174	-0.44557	-1.40322	5.8334	1.2168	6.007	1.3576	-0.454	-0.891
5.91813	1.17269	-0.633245	-0.184365	6.44708	1.36067	5.8008	1.0152	-0.5621	-0.8271
5.56311	0.755651	-0.923996	-1.0506	5.5416	0.7235	5.5533	0.7013	-0.6613	-0.7501
4.93076	0.206567	-0.786004	-1.34202	4.39227	0.185904	5.2685	0.4208	-0.7501	-0.6613
4.97758	0.111832	0.236277	-0.193858	5.0471	0.156	4.9507	0.1783	-0.8271	-0.5621
4.75913	0.0379727	-0.737153	-0.185109	4.70775	0.0376628	4.605	-0.0225	-0.891	-0.454
4.26609	0.0843885	-1.30029	0.136899	4.2284	0.0965	4.2369	-0.1783	-0.9409	-0.3387
3.88598	-0.100037	-0.991073	-0.505	3.96181	-0.125631	3.8522	-0.2868	-0.9759	-0.2181
3.27809	-0.310754	-1.59138	-0.531806	3.2379	-0.3125	3.4569	-0.3463	-0.9956	-0.0941
2.48744	-0.378503	-1.71357	-0.20532	2.26481	-0.347391	3.0573	-0.3557	-0.9995	0.0314
2.37229	-0.24253	-0.0827415	0.508835	2.4762	-0.2184	2.6596	-0.3149	-0.9877	0.1564
2.08408	-0.28501	-0.927159	-0.139541	2.05647	-0.260495	2.2702	-0.2247	-0.9603	0.279
1.9884	0.104526	-0.137124	1.32485	2.0411	0.1696	1.8952	-0.0863	-0.9178	0.3971
1.58317	-0.0109217	-0.994539	-0.355221	1.2396	0.0803143	1.5404	0.0979	-0.8607	0.509
1.05692	0.270216	-1.41714	1.05999	1.0395	0.3346	1.2116	0.3252	-0.7902	0.6129
0.825636	0.610884	-0.531281	0.824949	0.863444	0.560655	0.9138	0.5919	-0.7071	0.7071
0.500432	0.870069	-0.87584	0.64369	0.4805	0.8559	0.6518	0.8938	-0.6129	0.7902
0.382318	1.20759	-0.241275	0.995431	0.390779	1.15329	0.4297	1.2262	-0.509	0.8607
0.269775	1.62296	-0.298937	1.0462	0.2672	1.6262	0.2511	1.5838	-0.3971	0.9178
0.147851	1.92624	-0.305381	0.744608	0.143971	1.87839	0.1186	1.961	-0.279	0.9603
-0.102108	2.40758	-0.740301	1.27184	-0.121	2.4422	0.0345	2.3517	-0.1564	0.9877
0.0385808	2.99049	0.404852	1.54199	0.0596143	2.92239	0	2.75	-0.0314	0.9995
